	MT2.141698	CA1.141704	BB2.141659	CO2.141657	TL3.141709	SN3.141650	SK2.141662	CR1.141682	CF3.141691	BZ1.141724	TL1.141653	GB3.141652	CM1.141723	CL1.141697	HF1.141663	PE7.141734	HF2.141686	GB2.141732	CF1.141675	IE2.141655	PE1.141715	MP2.141695	SN1.141681	DF3.141696	BP1.141702	SR1.141680	SP1.141656	LQ2.141729	VC2.141694	HJ1.141718	KP3.141658	HJ2.141717	SK3.141716	PE6.141700	PE4.141683	SK1.141669	MP1.141661	BF2.141708	BF1.141647	AR3.141705	CF2.141679	SA1.141670	LQ3.141712	AR1.141727	SR3.141674	MT1.141719	IT2.141720	CL3.141664	SF1.141728	SP2.141678	IE1.141648	MD2.141689	KP1.141713	PE5.141692	TL2.141706	HI4.141735	SB1.141730	HI3.141676	CL4.141667	PE3.141731	CO1.141714	RT1.141654	RT2.141710	KP4.141733	DF1.141684	CL2.141671	MD5.141688	IT1.141711	AR2.141703	CO3.141651	HI2.141672	DF2.141726	JT1.141699	GB1.141665	CC1.141721	SF2.141677	VC1.141722
MT2.141698	0.0	0.2879595	0.40242906	0.19076806	0.34252778	0.21054574	0.23563472	0.29704444	0.49825922	0.2545144	0.34705746	0.25282302	0.30274162	0.25265484	0.39024288	0.24589786	0.43272446	0.2528265	0.44932836	0.19032022	0.35574756	0.32053198	0.27940544	0.28403072	0.30532118	0.2434453	0.19295024	0.37662166	0.25130486	0.27777824	0.31596306	0.26717402	0.22364118	0.36435482	0.38376476	0.21629634	0.28188034	0.4023918	0.37145914	0.30270292	0.46922272	0.21762072	0.3853529	0.3021374	0.21398084	0.20977056	0.1388103	0.26076478	0.29489212	0.31101242	0.16755754	0.31179302	0.23401642	0.37513946	0.26608922	0.33971516	0.2625362	0.26367058	0.20336328	0.3904318	0.15281998	0.31550612	0.3035255	0.23766948	0.22184772	0.23131252	0.38028752	0.200329	0.26926204	0.30365002	0.31082956	0.18362136	0.27563112	0.25634882	0.1648179	0.32267468	0.19168002
CA1.141704	0.2879595	0.0	0.43482784	0.2407702	0.40339488	0.25543684	0.2857459	0.1932801	0.50776736	0.3535651	0.39813132	0.2100052	0.22301128	0.3617437	0.43641538	0.36319364	0.46465556	0.18611708	0.45935854	0.2564174	0.43995622	0.3839024	0.33237802	0.3839339	0.19932052	0.17650504	0.20352518	0.42831396	0.19960672	0.3955513	0.21457516	0.35694948	0.35587332	0.41568264	0.45832946	0.35968648	0.38305308	0.44956106	0.42635656	0.2836151	0.47972494	0.23736914	0.4477752	0.31401362	0.26381746	0.22262778	0.30795472	0.34420104	0.19416134	0.36951488	0.33760996	0.35204348	0.18696552	0.45078664	0.25490152	0.41803142	0.27389574	0.33518972	0.32013306	0.45086322	0.26145624	0.25245878	0.23055256	0.2267557	0.36910762	0.3044305	0.4248837	0.30291462	0.27695602	0.226596	0.37547574	0.30223954	0.35134334	0.2049124	0.26218	0.28127218	0.30068692
BB2.141659	0.40242906	0.43482784	0.0	0.3391406	0.21261704	0.39334552	0.3492343	0.39335938	0.19938816	0.2594267	0.33999308	0.36307528	0.401281	0.25003122	0.15636082	0.34773572	0.18769972	0.42821164	0.14520426	0.37988288	0.19057734	0.19663532	0.3156295	0.2410299	0.3761336	0.37611724	0.38054674	0.16604924	0.37411268	0.26878686	0.38012372	0.23216768	0.29836068	0.18352476	0.18677426	0.32695832	0.2626398	0.18891198	0.16397012	0.3582971	0.17533454	0.42851778	0.1745174	0.39909654	0.45186246	0.40922282	0.37569628	0.2615824	0.3932213	0.20031812	0.38730212	0.48563224	0.41583384	0.21930624	0.36201632	0.20115258	0.44785018	0.4338202	0.37567222	0.1731919	0.41482108	0.39475338	0.36938492	0.41515718	0.33059554	0.34876966	0.50430626	0.45183326	0.37004786	0.38134196	0.39341906	0.4192761	0.4914851	0.45382344	0.36725244	0.4378931	0.40003148
CO2.141657	0.19076806	0.2407702	0.3391406	0.0	0.2667364	0.20846412	0.20947582	0.2402485	0.43227756	0.19939214	0.3117304	0.19033932	0.2566698	0.2201033	0.31134726	0.2786808	0.36095644	0.22969632	0.38112434	0.20248584	0.30997226	0.24188668	0.21291094	0.2310069	0.25007392	0.19312308	0.17447458	0.32010088	0.19417224	0.23362746	0.25460192	0.2432306	0.21685932	0.30426556	0.33553726	0.1896978	0.25098632	0.3274113	0.30785584	0.26586662	0.40227426	0.22533686	0.34244224	0.28527206	0.2598053	0.2254523	0.17823176	0.20617404	0.22402878	0.26125796	0.23384384	0.34538236	0.22951424	0.33412428	0.22871232	0.30414654	0.27114046	0.27520296	0.22373162	0.3407733	0.18476524	0.27100802	0.24361912	0.24537786	0.22442266	0.20852626	0.40496162	0.26026334	0.2439619	0.23511904	0.3114449	0.24021958	0.3355327	0.25997352	0.1877848	0.29502258	0.18554036
TL3.141709	0.34252778	0.40339488	0.21261704	0.2667364	0.0	0.33963412	0.32685558	0.3672781	0.26430004	0.18264342	0.33945352	0.32109668	0.36531556	0.21037542	0.13733182	0.3370598	0.16821912	0.38286448	0.21193498	0.32758892	0.16037854	0.10162084	0.23119238	0.17535582	0.34403144	0.34353208	0.33252086	0.17411244	0.34545304	0.24748302	0.3424294	0.1980456	0.24227448	0.18755376	0.15175314	0.23144388	0.19554116	0.14739282	0.1260774	0.33766794	0.23613054	0.37989286	0.17445344	0.36786618	0.40267386	0.3715499	0.31406016	0.19491332	0.35069586	0.19389416	0.34092684	0.42926	0.36718084	0.16660664	0.34375004	0.17326774	0.39697238	0.381412	0.32272306	0.16561862	0.36130364	0.36269918	0.34045504	0.37781086	0.26361806	0.29140746	0.46587846	0.40070278	0.33740298	0.35176496	0.37323046	0.37745078	0.43656706	0.42099816	0.3293556	0.39098186	0.34001996
SN3.141650	0.21054574	0.25543684	0.39334552	0.20846412	0.33963412	0.0	0.27847982	0.27125038	0.48966188	0.2869087	0.35871104	0.2663262	0.29874892	0.31609538	0.37829198	0.31803464	0.42147124	0.2014028	0.42908646	0.20163288	0.38274758	0.3245814	0.23436494	0.30935702	0.29178372	0.23471576	0.2002287	0.36832576	0.23145844	0.32752922	0.30862868	0.30460372	0.27351044	0.37585636	0.4001115	0.26893476	0.31582916	0.38857574	0.36596248	0.30263058	0.46025702	0.1767119	0.396381	0.30161262	0.21056434	0.24968118	0.21564412	0.27576328	0.26664678	0.30729372	0.2608984	0.28621056	0.2157154	0.3949488	0.2973524	0.36030606	0.2396877	0.29107668	0.23382334	0.39513974	0.1718156	0.28794322	0.30000732	0.22622578	0.2842365	0.22759234	0.34859598	0.27810182	0.27996938	0.26030844	0.3029249	0.28005534	0.28007646	0.21547932	0.21883624	0.28630198	0.20488316
SK2.141662	0.23563472	0.2857459	0.3492343	0.20947582	0.32685558	0.27847982	0.0	0.27863528	0.46086066	0.25753412	0.28265858	0.22273322	0.28284622	0.26977884	0.36330448	0.23551062	0.39381374	0.26594346	0.40256084	0.24661334	0.33861792	0.30573214	0.29878692	0.3062388	0.2976999	0.24111194	0.23090932	0.34760298	0.2502661	0.30204552	0.27416362	0.25790234	0.23776058	0.33283282	0.37168456	0.28071654	0.28664134	0.3703106	0.33851322	0.23343972	0.4261888	0.2797132	0.36266602	0.24918512	0.27688616	0.22004064	0.25087702	0.2559141	0.27407496	0.26423974	0.24943054	0.36462886	0.27781226	0.36773138	0.18380294	0.33012268	0.30570252	0.28853442	0.2660072	0.36992752	0.23855694	0.26907784	0.25743242	0.26504664	0.26110188	0.23630544	0.39813932	0.27999928	0.22893752	0.2877791	0.32503316	0.24123512	0.34747724	0.28843102	0.20572226	0.31036352	0.24877842
CR1.141682	0.29704444	0.1932801	0.39335938	0.2402485	0.3672781	0.27125038	0.27863528	0.0	0.47035942	0.3292588	0.3934513	0.19102994	0.13185886	0.3263732	0.3919516	0.33532406	0.42689662	0.20484362	0.42277772	0.2857595	0.40325292	0.35054818	0.32359176	0.34517496	0.16642578	0.16742682	0.22312052	0.38180442	0.18669662	0.36930228	0.12789802	0.33141174	0.34274554	0.3799525	0.41725204	0.35274046	0.3533441	0.40622032	0.39234806	0.19665436	0.44596856	0.26999304	0.39935614	0.252639	0.28521288	0.242638	0.31008482	0.2988697	0.15718804	0.34589442	0.32054558	0.35325366	0.20625502	0.40842958	0.2273831	0.37151392	0.269277	0.28430302	0.2993416	0.40311884	0.28512122	0.21154424	0.1578433	0.19771496	0.35326272	0.26706488	0.3972534	0.33341016	0.21130132	0.19128878	0.3337194	0.28382308	0.36604468	0.28331546	0.2495451	0.27548152	0.27674686
CF3.141691	0.49825922	0.50776736	0.19938816	0.43227756	0.26430004	0.48966188	0.46086066	0.47035942	0.0	0.3610647	0.40614544	0.46768984	0.48057616	0.33691778	0.20973094	0.4473952	0.16576496	0.51643072	0.16575118	0.48706332	0.25019506	0.2822728	0.39599622	0.3178141	0.44334984	0.47482324	0.48094242	0.24914904	0.473088	0.37741426	0.45371888	0.33987492	0.40393372	0.25176404	0.23009562	0.41019392	0.35531896	0.22974006	0.23229312	0.45364234	0.07834998	0.52752682	0.23157864	0.4957321	0.54766798	0.50818514	0.4742754	0.34563732	0.47347338	0.30519664	0.49550284	0.55431304	0.51089256	0.26966832	0.45975248	0.27533594	0.54122134	0.525327	0.4620161	0.2188431	0.5138154	0.46918758	0.45317444	0.50619678	0.41783138	0.43712086	0.58354562	0.5455431	0.47440006	0.45236988	0.47876318	0.52675934	0.57374554	0.54551284	0.47644436	0.51498766	0.49360828
BZ1.141724	0.2545144	0.3535651	0.2594267	0.19939214	0.18264342	0.2869087	0.25753412	0.3292588	0.3610647	0.0	0.2915415	0.27463914	0.32751398	0.18315968	0.2427396	0.28265934	0.28476466	0.3371895	0.30315296	0.2567967	0.21551692	0.15633306	0.2121494	0.18630252	0.3250681	0.29292978	0.27081244	0.2555249	0.2957353	0.2144046	0.31463238	0.18809398	0.16886202	0.23819614	0.25130672	0.1832301	0.1696495	0.24822612	0.22462962	0.30961204	0.33694472	0.33020284	0.26476054	0.3228534	0.33779976	0.30013676	0.22592082	0.17935114	0.32282008	0.1936189	0.2644483	0.40178158	0.3310377	0.2533225	0.27752298	0.24857724	0.34889312	0.3338871	0.26210712	0.25610024	0.27881562	0.32994888	0.31001058	0.31718864	0.22406632	0.23575052	0.4341674	0.31899756	0.2927446	0.31440786	0.36326012	0.30346708	0.38154404	0.35038406	0.23880366	0.37746912	0.25443426
TL1.141653	0.34705746	0.39813132	0.33999308	0.3117304	0.33945352	0.35871104	0.28265858	0.3934513	0.40614544	0.2915415	0.0	0.36695972	0.40011876	0.31161622	0.35124678	0.30757868	0.37105088	0.40876292	0.36013006	0.34647264	0.32222798	0.31454792	0.34395618	0.32520922	0.40677976	0.37541012	0.3554017	0.33844924	0.3791792	0.30565298	0.3951536	0.29877084	0.30118596	0.3315658	0.35263818	0.32946132	0.31243848	0.35597694	0.33212252	0.37030518	0.38793966	0.40958302	0.35002164	0.3806685	0.4002351	0.36205294	0.3373838	0.31262652	0.40016046	0.25767212	0.34416352	0.46401156	0.420322	0.35234372	0.31378252	0.31693262	0.42977778	0.41906528	0.3516845	0.34834398	0.3513796	0.37027382	0.3835394	0.39910598	0.33179518	0.32248354	0.47996618	0.36756766	0.38131394	0.3858548	0.41020142	0.38522594	0.44179406	0.40232848	0.32622168	0.43593214	0.364905
GB3.141652	0.25282302	0.2100052	0.36307528	0.19033932	0.32109668	0.2663262	0.22273322	0.19102994	0.46768984	0.27463914	0.36695972	0.0	0.1994284	0.26861758	0.35652118	0.30345264	0.40013568	0.20741824	0.39891198	0.25824148	0.3560579	0.28938156	0.26088926	0.2796075	0.1939142	0.15371312	0.17546342	0.34321524	0.17380492	0.3041077	0.17595404	0.25689336	0.26874876	0.3499546	0.36926434	0.2854688	0.28481052	0.37296518	0.3406274	0.22737854	0.43720786	0.23824214	0.3626132	0.2604413	0.25589938	0.22782862	0.26738588	0.265157	0.18210362	0.30315288	0.2837212	0.32636952	0.20580708	0.36614076	0.18782628	0.32659662	0.26663286	0.2756792	0.27309274	0.36318378	0.2521008	0.25272178	0.19663704	0.24549694	0.29767258	0.26216754	0.38412422	0.32299938	0.1913449	0.2091642	0.30342806	0.23277966	0.33453902	0.2706238	0.2239176	0.26848166	0.24217768
CM1.141723	0.30274162	0.22301128	0.401281	0.2566698	0.36531556	0.29874892	0.28284622	0.13185886	0.48057616	0.32751398	0.40011876	0.1994284	0.0	0.32997038	0.39601354	0.33581472	0.43755828	0.222949	0.42961338	0.2981034	0.40503698	0.35328548	0.32963366	0.34975962	0.19091932	0.18071796	0.23703846	0.37751	0.22624444	0.36777386	0.13536968	0.33735208	0.33519116	0.38148472	0.42094718	0.3532406	0.35272084	0.40592118	0.39319368	0.21790058	0.4546149	0.2966257	0.40170024	0.25346546	0.29641114	0.24760678	0.33377892	0.30383468	0.16760094	0.34360944	0.31587456	0.36043336	0.23141584	0.4100276	0.23389	0.37761166	0.26452738	0.28134024	0.30248034	0.40896942	0.29529864	0.21180054	0.14610012	0.21338926	0.35063978	0.28606522	0.41230174	0.3351339	0.20664114	0.23126152	0.35265946	0.27990682	0.3637129	0.29895816	0.25567696	0.2747739	0.2838206
CL1.141697	0.25265484	0.3617437	0.25003122	0.2201033	0.21037542	0.31609538	0.26977884	0.3263732	0.33691778	0.18315968	0.31161622	0.26861758	0.32997038	0.0	0.21389752	0.22751466	0.27079746	0.34482542	0.29241044	0.28097094	0.17838224	0.18471802	0.24188592	0.1205814	0.33046262	0.29766778	0.26519052	0.2207627	0.3146407	0.14689	0.30531562	0.14248706	0.1796861	0.20756626	0.21023496	0.1696935	0.1715299	0.23411772	0.2008163	0.29726196	0.3077402	0.32731544	0.22833222	0.31744528	0.3118074	0.31370424	0.2295867	0.13415462	0.32563188	0.20615794	0.2399403	0.3700079	0.3280249	0.21460334	0.3031963	0.1922372	0.32683992	0.31204422	0.23146808	0.22756152	0.30995818	0.31035812	0.2911483	0.32756532	0.1703968	0.22891696	0.40221364	0.33322016	0.2834312	0.3310799	0.2703546	0.26646296	0.36717468	0.37142278	0.25651462	0.3639768	0.26344362
HF1.141663	0.39024288	0.43641538	0.15636082	0.31134726	0.13733182	0.37829198	0.36330448	0.3919516	0.20973094	0.2427396	0.35124678	0.35652118	0.39601354	0.21389752	0.0	0.34960186	0.11171698	0.42088142	0.14211088	0.36885322	0.13873532	0.14492458	0.28027512	0.1830652	0.37186562	0.37473394	0.37486144	0.13035714	0.36863222	0.24986352	0.3677987	0.2187069	0.27835486	0.14839034	0.10525628	0.29001658	0.22974518	0.10323524	0.09095538	0.35692628	0.16926288	0.41419396	0.12515346	0.39387488	0.44029096	0.41183444	0.36336026	0.22656822	0.38112464	0.19855874	0.37480434	0.46375198	0.39347994	0.14098578	0.38314198	0.15974556	0.43987608	0.4104775	0.35643888	0.11670004	0.40044974	0.3814172	0.36549526	0.40994452	0.29278496	0.33013628	0.48733748	0.44232032	0.36603388	0.3770777	0.37249928	0.41485856	0.47970848	0.45635598	0.35976286	0.42705772	0.38107558
PE7.141734	0.24589786	0.36319364	0.34773572	0.2786808	0.3370598	0.31803464	0.23551062	0.33532406	0.4473952	0.28265934	0.30757868	0.30345264	0.33581472	0.22751466	0.34960186	0.0	0.39105312	0.33621788	0.3994129	0.28778028	0.29599574	0.30954928	0.32460762	0.2776697	0.37232256	0.29826808	0.27368002	0.31104348	0.3357022	0.25424554	0.32306836	0.24150244	0.22323484	0.28870444	0.33303802	0.25619956	0.2859016	0.36350538	0.32417848	0.2698837	0.41875022	0.3291951	0.31763824	0.2679057	0.2934831	0.27905658	0.24384372	0.25360892	0.3487281	0.2838436	0.20548604	0.36766016	0.33128184	0.31232008	0.25800092	0.28536506	0.31648898	0.32005956	0.2576753	0.33256862	0.29807416	0.28936642	0.3003386	0.31278466	0.22518786	0.25762482	0.39322514	0.29489514	0.2572671	0.35874896	0.29774774	0.23277838	0.3440569	0.3433558	0.23881792	0.34496782	0.27887428
HF2.141686	0.43272446	0.46465556	0.18769972	0.36095644	0.16821912	0.42147124	0.39381374	0.42689662	0.16576496	0.28476466	0.37105088	0.40013568	0.43755828	0.27079746	0.11171698	0.39105312	0.0	0.46129176	0.13286354	0.41504676	0.1757553	0.2002022	0.31534246	0.24315894	0.39864776	0.41837664	0.41776418	0.17760932	0.40783632	0.3093415	0.40575756	0.26195872	0.32937916	0.18451492	0.1354897	0.34170632	0.27915864	0.12727018	0.1403658	0.3988753	0.14294974	0.45996542	0.15466832	0.44008526	0.48617074	0.44810198	0.40599172	0.26809624	0.42009106	0.23389324	0.42824888	0.49796928	0.44491248	0.17824916	0.41273548	0.1856047	0.48161806	0.46064256	0.39286918	0.13411174	0.445905	0.42520854	0.40347848	0.45428934	0.3448551	0.36867718	0.52731206	0.4861951	0.41723438	0.40407132	0.41468898	0.46523618	0.51504254	0.49037764	0.41306008	0.46173818	0.42664956
GB2.141732	0.2528265	0.18611708	0.42821164	0.22969632	0.38286448	0.2014028	0.26594346	0.20484362	0.51643072	0.3371895	0.40876292	0.20741824	0.222949	0.34482542	0.42088142	0.33621788	0.46129176	0.0	0.4666171	0.2443346	0.42133318	0.36696448	0.3126687	0.3590065	0.21692184	0.18417472	0.19662014	0.40913564	0.2099668	0.37460774	0.22408156	0.340859	0.3302976	0.40314044	0.43996618	0.32399208	0.35918296	0.4300669	0.40910164	0.28019522	0.48954258	0.18743422	0.43047848	0.2857861	0.21340938	0.20888142	0.2688256	0.32198396	0.1798609	0.35777516	0.29237668	0.2901646	0.18410632	0.43123072	0.24855008	0.39846786	0.21253662	0.27834392	0.27506158	0.43082562	0.220014	0.23759526	0.22397908	0.1973935	0.34203034	0.28012734	0.36195406	0.28084622	0.24929874	0.25809548	0.32901234	0.26185002	0.28843854	0.19023412	0.22204528	0.23273682	0.24037156
CF1.141675	0.44932836	0.45935854	0.14520426	0.38112434	0.21193498	0.42908646	0.40256084	0.42277772	0.16575118	0.30315296	0.36013006	0.39891198	0.42961338	0.29241044	0.14211088	0.3994129	0.13286354	0.4666171	0.0	0.41745586	0.20929176	0.20267554	0.35343848	0.2664152	0.3937017	0.41677618	0.43258472	0.1847183	0.40193574	0.32776576	0.4015103	0.27926794	0.33824226	0.20396538	0.176918	0.37025394	0.27961302	0.16697844	0.1555781	0.38781604	0.13235748	0.46946468	0.18408198	0.42361776	0.4900978	0.4496908	0.42092854	0.29470402	0.4200946	0.2344995	0.43323502	0.5164653	0.44316794	0.21989522	0.40038794	0.20888828	0.48847624	0.46226514	0.41412368	0.16851928	0.45579554	0.40918008	0.40542118	0.44087832	0.36867304	0.38172892	0.5376486	0.49426124	0.40552936	0.39354898	0.43051828	0.46968344	0.53363204	0.48501238	0.40407866	0.47182524	0.43160202
IE2.141655	0.19032022	0.2564174	0.37988288	0.20248584	0.32758892	0.20163288	0.24661334	0.2857595	0.48706332	0.2567967	0.34647264	0.25824148	0.2981034	0.28097094	0.36885322	0.28778028	0.41504676	0.2443346	0.41745586	0.0	0.36330798	0.30090808	0.2999599	0.30051338	0.29522312	0.2528774	0.22327722	0.35510324	0.22093992	0.31346438	0.30893164	0.28254744	0.24427284	0.353174	0.39063598	0.27198248	0.29675324	0.37806382	0.35657124	0.28513134	0.4536595	0.24368638	0.38252368	0.29062318	0.26986466	0.19362982	0.17372016	0.25601604	0.29238882	0.2911476	0.19152512	0.37559912	0.1976122	0.3839308	0.2669406	0.34279482	0.29400926	0.261743	0.23753634	0.3848275	0.19035236	0.30205318	0.3007722	0.21119066	0.25764922	0.22049294	0.42469182	0.20840746	0.25857034	0.28669372	0.33720762	0.24136522	0.35338922	0.24419992	0.16656304	0.3413215	0.22150008
PE1.141715	0.35574756	0.43995622	0.19057734	0.30997226	0.16037854	0.38274758	0.33861792	0.40325292	0.25019506	0.21551692	0.32222798	0.3560579	0.40503698	0.17838224	0.13873532	0.29599574	0.1757553	0.42133318	0.20929176	0.36330798	0.0	0.15240638	0.28649336	0.17895376	0.38781198	0.37419154	0.35002968	0.1515173	0.39009214	0.20811668	0.3834115	0.1951839	0.23862942	0.14943306	0.10584976	0.2496637	0.20807574	0.15151448	0.1334045	0.36624652	0.22522352	0.41125108	0.1428265	0.38840032	0.41259124	0.39595888	0.3189097	0.20288986	0.39773892	0.19323366	0.33683114	0.44196782	0.41291038	0.11764914	0.37151498	0.14608172	0.41253416	0.40458802	0.32609704	0.12706692	0.39350654	0.38546936	0.36788274	0.41283728	0.2621204	0.31066588	0.46358828	0.41832968	0.35621812	0.39841542	0.36440056	0.37637412	0.44198512	0.4488177	0.35145502	0.43429308	0.35817286
MP2.141695	0.32053198	0.3839024	0.19663532	0.24188668	0.10162084	0.3245814	0.30573214	0.35054818	0.2822728	0.15633306	0.31454792	0.28938156	0.35328548	0.18471802	0.14492458	0.30954928	0.2002022	0.36696448	0.20267554	0.30090808	0.15240638	0.0	0.23300614	0.15179526	0.32698264	0.32096092	0.31238514	0.1727522	0.31403864	0.2201739	0.32549272	0.17326112	0.21333736	0.17821756	0.16974986	0.21849384	0.1618156	0.15890666	0.13093232	0.31135862	0.24802442	0.35979766	0.19122564	0.33875146	0.38148974	0.34648714	0.27920484	0.1764302	0.34054002	0.16323072	0.31705732	0.42132068	0.34855076	0.18446616	0.3093362	0.16334946	0.38753738	0.36482208	0.3028287	0.17646266	0.34187036	0.33723802	0.32372136	0.34890554	0.24652626	0.27500546	0.45012138	0.38209358	0.31385446	0.32784272	0.35892138	0.34961562	0.4238921	0.38763692	0.300865	0.39118978	0.30998952
SN1.141681	0.27940544	0.33237802	0.3156295	0.21291094	0.23119238	0.23436494	0.29878692	0.32359176	0.39599622	0.2121494	0.34395618	0.26088926	0.32963366	0.24188592	0.28027512	0.32460762	0.31534246	0.3126687	0.35343848	0.2999599	0.28649336	0.23300614	0.0	0.20548356	0.3322925	0.26868482	0.25144452	0.28469202	0.29370246	0.2585032	0.3076239	0.22932962	0.24396838	0.2740953	0.28593404	0.21027542	0.2206727	0.29377264	0.2738797	0.31592252	0.37083316	0.26272304	0.28249302	0.33731748	0.31017112	0.32940704	0.27689454	0.21562762	0.2910718	0.24649026	0.31353266	0.33599306	0.29906854	0.28454174	0.32605826	0.2705002	0.3177914	0.34838382	0.25990904	0.29029252	0.27526802	0.31655352	0.29200882	0.3259488	0.2507768	0.2526322	0.3843676	0.3658736	0.30086024	0.29649366	0.31615712	0.33049844	0.3472542	0.34543046	0.29457502	0.32835772	0.27985562
DF3.141696	0.28403072	0.3839339	0.2410299	0.2310069	0.17535582	0.30935702	0.3062388	0.34517496	0.3178141	0.18630252	0.32520922	0.2796075	0.34975962	0.1205814	0.1830652	0.2776697	0.24315894	0.3590065	0.2664152	0.30051338	0.17895376	0.15179526	0.20548356	0.0	0.3448693	0.3094533	0.2811592	0.20641354	0.32061082	0.16409488	0.32405934	0.14489234	0.19379234	0.21540974	0.18587424	0.15848258	0.13895074	0.2109194	0.17796178	0.32297152	0.29120188	0.33131516	0.20895754	0.3446712	0.34230128	0.345934	0.25428462	0.15405818	0.33140108	0.20061434	0.27816582	0.36203954	0.3362291	0.19210418	0.3341647	0.17311244	0.34788932	0.34323742	0.26528784	0.21083112	0.32240082	0.33731788	0.3115039	0.35838024	0.18031388	0.25910204	0.39435548	0.37176576	0.30315116	0.33001486	0.28171428	0.30754696	0.37698372	0.3911955	0.29314858	0.36970372	0.28893014
BP1.141702	0.30532118	0.19932052	0.3761336	0.25007392	0.34403144	0.29178372	0.2976999	0.16642578	0.44334984	0.3250681	0.40677976	0.1939142	0.19091932	0.33046262	0.37186562	0.37232256	0.39864776	0.21692184	0.3937017	0.29522312	0.38781198	0.32698264	0.3322925	0.3448693	0.0	0.19724964	0.24528574	0.36641984	0.20123536	0.38677126	0.17555756	0.31137792	0.35291556	0.36995712	0.39847574	0.36833788	0.35149652	0.38403382	0.36722632	0.25946806	0.41696758	0.28765078	0.38841512	0.30405382	0.31045326	0.2627423	0.32184132	0.29776816	0.17993698	0.32378928	0.33764668	0.3874926	0.23654304	0.39185196	0.2403832	0.35811934	0.30436738	0.31145244	0.31494182	0.38849502	0.29409632	0.27017218	0.22486408	0.24019498	0.36533826	0.29204258	0.43398598	0.3495665	0.24974782	0.20352156	0.36626426	0.30815754	0.39484326	0.30064188	0.26167552	0.31055614	0.2984528
SR1.141680	0.2434453	0.17650504	0.37611724	0.19312308	0.34353208	0.23471576	0.24111194	0.16742682	0.47482324	0.29292978	0.37541012	0.15371312	0.18071796	0.29766778	0.37473394	0.29826808	0.41837664	0.18417472	0.41677618	0.2528774	0.37419154	0.32096092	0.26868482	0.3094533	0.19724964	0.0	0.1554153	0.35175848	0.17795452	0.32906726	0.18040256	0.28906784	0.28520736	0.356086	0.38948578	0.30050992	0.3241722	0.38618666	0.3619392	0.22528326	0.4457663	0.21506682	0.37582636	0.26262034	0.22297286	0.21741022	0.27135424	0.27781076	0.15239202	0.31906204	0.28270448	0.29160268	0.17573208	0.38374336	0.20926544	0.3472409	0.22398998	0.27767896	0.25787914	0.38070314	0.23737772	0.21416566	0.17337392	0.20417022	0.30792154	0.24113338	0.37532014	0.30084502	0.20568522	0.18850644	0.3031673	0.24861138	0.3076813	0.23852856	0.2117698	0.22512518	0.24202028
SP1.141656	0.19295024	0.20352518	0.38054674	0.17447458	0.33252086	0.2002287	0.23090932	0.22312052	0.48094242	0.27081244	0.3554017	0.17546342	0.23703846	0.26519052	0.37486144	0.27368002	0.41776418	0.19662014	0.43258472	0.22327722	0.35002968	0.31238514	0.25144452	0.2811592	0.24528574	0.1554153	0.0	0.3587835	0.19174994	0.29359536	0.23920634	0.26570226	0.24134782	0.3484897	0.37326336	0.25048762	0.29121806	0.39119432	0.35610802	0.26419792	0.45358684	0.18728832	0.3700957	0.2861816	0.1950928	0.2177848	0.22412142	0.2559743	0.20597896	0.30554958	0.2450879	0.28130558	0.19071906	0.36692002	0.22664666	0.32921392	0.21900664	0.27731418	0.23005944	0.37576968	0.20999362	0.25283828	0.2169561	0.23308212	0.26479836	0.22202468	0.36130316	0.27822316	0.21698084	0.21732094	0.28766992	0.21809924	0.28019204	0.24134958	0.19741142	0.24653292	0.2126007
LQ2.141729	0.37662166	0.42831396	0.16604924	0.32010088	0.17411244	0.36832576	0.34760298	0.38180442	0.24914904	0.2555249	0.33844924	0.34321524	0.37751	0.2207627	0.13035714	0.31104348	0.17760932	0.40913564	0.1847183	0.35510324	0.1515173	0.1727522	0.28469202	0.20641354	0.36641984	0.35175848	0.3587835	0.0	0.37185508	0.25942562	0.35839676	0.22426244	0.2751948	0.11533708	0.1402443	0.29971828	0.2455202	0.14741894	0.12511132	0.33742534	0.21474638	0.40962338	0.1131444	0.37369622	0.42293178	0.39279178	0.34652032	0.2271866	0.38178682	0.19728692	0.35585816	0.45298676	0.39173252	0.13570988	0.35674612	0.14812122	0.42160354	0.40543556	0.3438129	0.12578702	0.39422588	0.36994822	0.34797652	0.38819846	0.29282018	0.31112814	0.47227674	0.42926682	0.33181174	0.37489824	0.36905262	0.39213438	0.45439698	0.44418692	0.34043944	0.4109255	0.37279112
